comment,comment_type
How many people watched the first episode of American Idol?,1
What was the average for viewership by finale night?,1
How many people watched the first episode of American Idols second season? ,1
How many people on average tuned in to watch American Idol in its second season? ,1
What contestant won the second season of American Idol? ,1
During what season did American Idol become the highest rated show across all demographics? ,1
Which season of American Idol was watched by the most people? ,1
How many people watched the second season premiere of American Idol?,1
How many people watched on average for season two?,1
By what season was American Idol the most watched show on TV?,1
Which season premier of American Idol was the most watched?,1
During which season to American Idols rating begin to fall?,1
What did other television networks refer to American Idol as because of its ratings?,1
Which television network originally aired The Cosby Show? ,1
Which season premiere was the most watched of all seasons?,1
What was the show called by other networks?,1
Season six saw what for the first time in viewership?,1
Season six was the first season where what had more viewers?,1
During which season of American Idol did Fox beat the other networks in ratings for the first time? ,1
Why were television ratings down across the board during American Idols seventh season? ,1
On what season was Kristy Lee Cook a contestant on American Idol? ,1
Who was eliminated during the lowest rated show since season one?,1
What was the series' third most watched finale?,1
"Because of the rebound in viewers, Fox became what for the first time?",1
What happened in 2007-2008 that had a drop in viewers for all networks?,1
Which television network aired the Winter Olympics in 2010? ,1
Which television network originally aired All in the Family? ,1
In what year did NBC beat American Idol in the ratings for the first time?,1
What finally beat Idol in the ratings during season nine?,1
How many people watched the 2010 Winter Olympics on February 17 as compared to the 18.4 million who tuned into Idol?,1
"At the end of season nine, American Idol remained on top as the most watched show for how many years in a row?",1
What was the average age of American Idols viewers in its first season? ,1
What was the average age of American Idols viewers in its tenth season? ,1
What is the median age of viewers this season?,1
What was the median age for viewers for season one?,1
For how many years was American Idol the top rated show on television? ,1
What program saw more viewers than American Idol this season?,1
How long did Fox reign in the 18-49 demographics in the Nielsen ratings?,1
How many people on average watched season 12 of American Idol? ,1
During which season did American Idol fall out of the top ten shows in ratings? ,1
When did American Idol first air on television? ,1
The season finale for season 12 had how many fewer viewers than season 11?,1
How many viewers watched on average this season?,1
What drink company ended its relationship with American Idol during season 14?,1
How many people watched American Idols finale in season 14?,1
After what season will American Idol be cancelled? ,1
When did Fox announce the following season would be Idol's last?,1
How many people watched the season 14 finale?,1
For how many years was American Idol the highest rated reality show on television?,1
For how many years was Fox the highest rated network with young adults because of American Idol? ,1
What television network originally aired the show Glee?,1
What television network originally aired the show House? ,1
Who created American Idol? ,1
What dancing show featuring celebrities has been helped by American Idol?,1
What is another singing show similar to American Idol? ,1
What show helped launched the career of Kelly Clarkson? ,1
What show helped launched the career of Carrie Underwood? ,1
What show helped launched the career of Daughtry? ,1
How many number one Billboard singles were released by American Idol contestants in the shows first decade? ,1
Who is the president of Mediabase? ,1
Who was the most successful American Idol winner on radio as of 2010? ,1
How many number ones have Idol singers achieved on Billboard charts in just the first ten years?,1
Who authored books on Billboard charts?,1
How many contestants had at least one million radio spins by 2010?,1
How many radio spins did Kelly Clarkson have by 2010?,1
How many albums have been sold by American Idol contestants up until 2013?,1
How many single have been sold by American Idol contestants up until 2013? ,1
How many albums have Idol contestants created as of 2013?,1
How many singles and digital downloads have Idol contestants created as of 2013?,1
Which American Idol contestant won an Oscar for Dreamgirls? ,1
What job does Debra Byrd do on American Idol? ,1
In what area of the entertainment industry have some Idol contestants found success?,1
Which Idol won an Academy Award?,1
What film did Jennifer Hudson win an Academy Award for?,1
Who recommended the role for Hudon?,1
What publication does Ken Tucker work for? ,1
What did American Idols first winner sing at the Lincoln Memorial in 2002? ,1
Which journalist felt Idol produced entertaining TV more than entertaining music?,1
Which publication did Tucker work for?,1
Who called American Idol a conniving multimedia monster?,1
Where did the season one winner sing the national anthem that received huge criticism?,1
What publication does Michael Slezak write for?,1
Who was accused of being mean and cruel on American Idol? ,1
What singer had bad things to say about contestants on American Idol? ,1
What magazine does Ramin Wetoodeh write for? ,1
Sheryl Crow felt the show undermined art and promoted what?,1
Who said that American Idol has reshaped the American songbook?,1
Who was accused of helping meanness thrive?,1
Which singer said the contestants are not real artists with self respect?,1
What famous singer declined an offer to be a judge on American Idol after having been a mentor? ,1
What year did Carrie Underwood win a Country Music Award for Best Female Artist? ,1
What singer criticized Carrie Underwood for winning a Country Music Award? ,1
Who felt that American Idol helped the true art form of music get lost?,1
Who won the Best Female Artist in Country Music Awards in 2006?,1
Who did Carrie beat out for the award?,1
Who said that Carrie had not paid her dues to win that award?,1
Who was a mentor but later turned down the opportunity to judge Idol?,1
Which music genre has had the most success from American Idol? ,1
Which genre has felt the impact of Idol the most?,1
How many nominations has American Idol received for Outstanding Reality Competition Program?  ,1
What director win an Emmy Award for his work on American Idol? ,1
How many total Emmy Awards has American Idol won? ,1
What American Idol special received a Governors Award in 2007?,1
How many times was American Idol nominated for an Emmy?,1
What award did American Idol win for its Idol Gives Back charity work?,1
How much money did American Idol make in 2004?,1
How much money did American Idol generate from its first eight seasons? ,1
What is the name of the American Idol theme attraction with Disney? ,1
How much money did American Idol generate from ads in its seventh season?,1
Who did Idol partner with to create The American Idol Experience?,1
In which season did American Idol become the costliest show for advertising on television? ,1
How much did advertisers spend for a 30 second ad spot on the American Idol season four finale?,1
How much did advertisers spend for a 30 second ad spot during American Idol in 2014? ,1
How much did advertisers spend for a 30 second ad spot during American Idol in its seventh season? ,1
By what season was Idol the  highest advertising cost of all shows?,1
How much did Idol earn in ad revenue alone for season 8?,1
In which season did Coca-Cola become a sponsor of American Idol? ,1
In which season did Ford Motor Company become a sponsor of American Idol? ,1
Which mobile carrier became a sponsor of American Idol in its second season? ,1
When did Coca-Cola stop being a sponsor of American Idol? ,1
In which season did iTunes begin a partnership with American Idol? ,1
How much did it cost each company for the first season?,1
How much did it cost each company in season 7?,1
Who was the third largest sponsor?,1
What service did AT&T promote on American Idol as a way of voting? ,1
How many product placements had Idol shown by season six?,1
Which major drink manufacturer decided at the beginning of American Idol not to be a sponsor? ,1
What show did PepsiCo begin sponsoring in hopes of not missing another opportunity like American Idol? ,1
"What is the Proto-Germanic word that ""dog"" may have come from?",1
"What may be the earliest vocabulary that the word ""dog"" came from?",1
Where does the word dog originate?,1
Dog could also come from the original layer of what vocabulary?,1
What was the common 14th-century word for dogs for those who spoke English?,1
What breed was so prolific it became a prototype of hound?,1
"In what century did ""hound"" start to only apply to hunting dogs?",1
What was the common term for all domesticated dogs in England during the 14th century?,1
When did the word dog become the common term for canines?,1
Hound became the term for dogs who did what activity during this time?,1
What Proto-Indo-European word is hound from?,1
What are a single birth group of puppies of a dog called collectively?,1
What is the male who is father of the pups called?,1
"What is the French word that ""puppy"" comes from?",1
What is giving birth to dogs called?,1
What is the English word for female dog that has also become profanity?,1
A male canine is called a dog while a female canine is called a what in reference to breeding?,1
What are canine offspring referred as?,1
What is the father of a litter referred as?,1
What is the mother of a litter referred as?,1
What are the individual litter canines called?,1
"What is the Latin term for ""dog.?""",1
What year are dogs first listed in Systema Naturae?,1
Who published Systema Naturae?,1
What is the modern single English word for Canis lupus?,1
What 1982 publication listed regular family dogs under wolves?,1
What is the Latin word for dog?,1
"Canis familiaris is the classification for dogs, and is known as what?",1
What is the Latin name for a wolf?,1
Feral dogs have what Latin classification?,1
What year was Canis familiaris listed under Canis lupus?,1
"What year was it decided that if wolves and dogs were one species, then their scientific name is the name of the wild variety?",1
What 2005 publication in its third edition kept to that ruling?,1
What Latin dog term is still used because wild and domesticated dogs are recognizably different?,1
What official body recognizes both Canis lupus and Canis familiaris?,1
Many researchers prefer what term?,1
Who ruled in 2003 that scientific names for wild animals share the same scientific name as their domestic counterparts?,1
What was this decision called?,1
What indicated dogs and gray wolves developed as two monophyletic clades?,1
The common relative of dogs and existing wolves is now considered what?,1
Modern dogs likely began when human beings were considered to be what?,1
"Due to admixture, what species are many Arctic dogs related to?",1
"Rather than with agriculturists, dogs seemingly were during the time of who?",1
Most breeds share a genetic likeness to what animal?,1
Some Arctic breeds are more like what wolf rather than the gray wolf?,1
"What species shows more difference in size, looks and actions than any other?",1
What are dog teeth best suited for?,1
Dogs are considered to be predators and what else?,1
What bones in dog legs are fused?,1
A dog's heart and vascular ability if best suited for sprinting and what else?,1
What are a dog's teeth mainly used for?,1
Dogs originated as predators and what?,1
Dogs show an extreme range in what two characteristics?,1
What breed was the largest dog known to have lived?,1
What is the biggest known dog?,1
Which coat is more common with dogs living in colder climates?,1
"Along with a gruff guard hair, what else makes up the double coat?",1
What is the more common coat for dogs from colder climates?,1
What is a single coat?,1
"When a dog has a camouflage pattern on its coat, this is called what?",1
A dog with countershading has dark coloring where?,1
A natural camo pattern is known as what?,1
What color is on a dogs upper surfaces if it has countershading?,1
What is reduced when a dog has countershading?,1
"What part of a dog can be straight, curly or cork-screwed?",1
What does a dog communicate with its tail?,1
"What part of a dog can be straight, curled, or cork-screwed?",1
What are some dogs prone to?,1
What are all dogs susceptible to?,1
Pyometra usually affects what type of female dog?,1
Who does pyometra affect?,1
"What are fleas, ticks and mites called?",1
Some foods that are okay for people to eat are what to dogs?,1
"Grapes, raisins, onions, garlic and what common sugar alcohol (sweetener) is toxic to dogs?",1
What type of nut is poisonous to dogs?,1
What is the chemical in chocolate that is poisonous to dogs?,1
Some human foods can be what to dogs?,1
What in tobacco can hurt dogs?,1
What form of chocolate is especially toxic to dogs?,1
"Mutts, dogs that have several breed characteristics, live how much longer than purebred dogs?",1
Do bigger dogs typically have longer or shorter lives?,1
When was a study done that discovered mixed breeds tend to live longer than pure breeds?,1
"Typically, how much longer do mixed breeds live?",1
What is the median lifespan of canines?,1
What is the canine breed with shortest median lifespan?,1
What is the median length of life for the canine breed that lives the least amount of years?,1
What is the average lifespan of an Irish Wolfhound?,1
Which dog has the shortest lifespan?,1
What is the average lifespan for a Dogue de Borddeaux?,1
What is the average length of years of life for canines with long lifespans?,1
What is the name of the canine that is reported to have lived the longest?,1
What is the name of the dog in the Guinness Book of World Records for longest lived?,1
What year did the dog die that is reported to be the longest lived but not officially in a record book?,1
What was the name of the dog who lived to be 29.5 years?,1
When did Bluey die?,1
Who did the Guinness Book of World Records say was the oldest dog in 2011?,1
How many times per year do female dogs go into heat?,1
What does going into heat (estrous) prepare a female dog for?,1
Some larger breeds could take how long to become sexually mature?,1
What does a female dog experience at sexual maturity?,1
How long do female dogs carry before delivering puppies?,1
What is the average length of dog pregnancy?,1
What is the average number of pups in a litter?,1
"For small dogs, what is the average number of pups in a litter?",1
What is the average for a dog to bear her litter?,1
What is the average number of pups per litter?,1
Smaller dogs tend to have how many pups per litter?,1
Most people today describe their dogs as what?,1
What TV show promotes a dominance model for the relationships people have with their dogs?,1
A study showed that a task dogs do is bringing in what from the lawn?,1
Dogs often help clean in the kitchen by licking what?,1
"In addition to dog dancing, what is another activity that families are doing that is centered around their pet?",1
What do many dogs have to do in the families where they live?,1
What are dogs often taught to bring in from outdoors?,1
The National Pet Owner Survey reported how many people had pet dogs in America between 2009 and 2010?,1
How many people in the United States are said to own dog?,1
What type of imaging was used to study the relationship between humans and dogs?,1
An MRI study on dogs proved that dogs have the same response as humans to what?,1
An MRI study on dogs proved that dogs use the same parts of what as humans?,1
"Because dogs respond to voices the same way humans do, they are able to recognize what in human sounds, making them social?",1
What technology was used to show that dogs respond to voices in the same brain parts as people?,1
Dogs have the ability to recognize what type of human sounds?,1
What nickname have dogs earned for their relationship to humans?,1
Pointers and hounds are bred to do what?,1
Certain dogs are bred to help fishermen with what?,1
Who was the first dog to orbit the earth in 1957?,1
What breed was Laika?,1
What phrase describing dogs is used in different languages?,1
"What dog types, in the text, are used for hunting?",1
Some dogs help fishermen with what?,1
What is the name of the dog to first orbit the Earth?,1
What year was the first dog sent into space?,1
What kind of dogs help people with physical or mental disabilities?,1
"Early warning allows epileptics to get to safety, get medication or what else?",1
What are conformation shows also known as?,1
Who evaluates dogs at breed shows?,1
What is the judge looking for in specific breeds?,1
What is the only standard judged?,1
"What is another word for ""breed shows""?",1
What is the evaluator called in a breed show?,1
The breed standard only is about what?,1
Abilities and what else are not tested at breed shows?,1
Where do some people eat dogs?,1
"In addition to others, Western culture considers eating dog meat as what?",1
"In rural Poland areas, what is considered medicinal for lungs?",1
"What do people who eat dog meat consider Western culture, since people there do eat many different animals?",1
"The West, South Asia and Middle East think eating dogs is what?",1
Dog fat in some parts of Poland is thought to have what?,1
What is the best known Korean dish made with dog meat?,1
What is Gaejang-guk?,1
Why do people eat Gaejang-guk in the summer months?,1
What is dog meat boiled with to create Gaejang-guk?,1
When is the Korean dog recipe usually eaten?,1
What are two other ingredients in the dog meat recipe in Korea?,1
How many people are bitten by dogs every year in America?,1
"During the 1980s and 1990s, how many people were killed annually because of dog bites?",1
"In the 2000s, how many people died every year because of dog bites?",1
"According to a 2008 CDC report, how many are bitten in the United States annually?",1
What decade saw an increase from 17 to 26 deaths caused by dogs?,1
"According to a Colorado study, dog bites are what in children as compared to adults?",1
"Out of 10,000 people, how many people are bitten by dogs in the United States?",1
"Out of 10,000 boys between five and nine years old, how many are bitten annually by dogs?",1
Children are often bit where by dogs?,1
A dog scratch can lead to what medical condition?,1
Where was the study done that showed dog bites were less serious in children than adults?,1
"About 12.9 out of 10,000 are bit by dogs, but what is the number in 10,000 for young boys from 5 to 9?",1
"According to the text, dog scratches can cause what?",1
"In addition to dogs, what other animal is responsible for over 86,000 falls every year?",1
Vehicle accidents with resulting injuries that involve dogs are more common with what type of vehicle?,1
What sort of vehicle is most likely associated with accidents involving dogs?,1
What is the common name of the species that causes Toxocariasis?,1
How are Toxicara canis infections spread?,1
About how many people get a Toxocara infection each year?,1
Toxocariasis can lead to what in humans?,1
Toxocariasis is caused by what kind of eggs in dog feces?,1
What percentage of people in America are infected with the Toxocara infection?,1
How many Toxocara infection cases are reported annually in the US?,1
What percentage of soil contained T. canis eggs in Great Britain public parks?,1
"If toxocariasis is left untreated, what can happen to a person?",1
What year did a publication come out indicating having a pet does not mean lower risk of heart disease in the elderly?,1
What is lowered in children who have pets?,1
What year did a report state that research did not support better health for elderly people who own pets?,1
People with dogs get more of what than people with cats or no animals?,1
People with dogs do what more than people who have cats or no pets?,1
What do humans get exposed to with pets that may help them not get sick?,1
Dogs can act as a facilitator of what between human beings?,1
What year was the study done that indicated people with pets are more likely to get to know neighbors?,1
What is lessened when people are with their pet dogs?,1
People in wheelchairs have better social interactions with who when dogs are involved?,1
Dogs were taken where to help people with mental disorders socialize?,1
Therapy dogs can help increase what in people suffering with Alzheimer's?,1
What was decreased in children with ADHD when they were exposed to therapy dogs?,1
When did people start using dogs as therapy?,1
Where were dogs introduced then to help people socialize people?,1
Children who have ADHD or conduct disorders respond better when what is a part of their treatment plan?,1
People with Alzheimer's smile and laugh more with what kind of therapy?,1
What can trained dogs detect by sniffing a person or a sample of their urine?,1
How much larger is a dog brain olfactory cortex when compared to humans?,1
A dog can detect smells in one part per what?,1
How much larger is a dog's olfactory cortex than a person's?,1
How many cancer patients has Daisy detected?,1
What is the name of the dog with three heads in Greek mythology?,1
What did Cerberus guard?,1
What is the name of the dog with four eyes in Norse mythology?,1
What is the name of the dog in Philippine mythology who is responsible for lightning?,1
"Kimat is the dog of Tadaklan, who is the god of what?",1
In what mythology do two canines watch over the Chinvat Bridge?,1
Who is the three headed watchdog guarding Hades?,1
Who is the dog that guards Helheim?,1
Who is Tadaklan?,1
Who is Tadaklan's pet that is responsible for lightning?,1
"In Hindu mythology, what do the two dogs who are owned by the god of death watch over?",1
What is the name of the god of death?,1
Offerings at the Muthappan Temple shrine take on what form?,1
Who owns two dogs with four eyes each in Hindu mythology?,1
What do Yama's dogs watch over?,1
What does Muthappan use for his hunting dog for?,1
Offerings left at the Muthappan Temple shrine take on what form?,1
How are dogs viewed in Islam?,1
Why are dogs viewed as unclean in Islam?,1
What city made owing dogs illegal in 2015?,1
"In Britain, a dog used in a search at a mosque or a home occupied by Muslims must wear what?",1
Why are dogs seen as unclean in Islam?,1
When did it become illegal for a person to own a dog in The Hague?,1
Where did activists want dogs kept out of neighborhoods because it violated religious freedom?,1
What are sniffer dogs used by British police allowed to touch instead of a passenger?,1
What do dogs represent to Christians?,1
Jewish law dictates that anyone owning a dog must feed the dog before who?,1
"If a Jewish person owns a dog, he must do what to do the dog before he does it to himself?",1
What does a dog represent in the Christian culture?,1
Three Asian countries see dogs as what?,1
What country has the dog as part of its 12 animals that represent years?,1
How are dogs viewed in Asian countries?,1
"Thousands of years ago, dogs were depicted on the walls of what?",1
What scenes were popular in art during the Middle Ages?,1
Dogs were depicted as art on the walls of what?,1
What kind of art scene was popular in the Middle Ages?,1
"As relationships between people and dogs got closer, what happened to the art that had dogs in it?",1
Dogs can have the same health issues as who?,1
Which dog is not able to mount a female dog?,1
"When these feral dogs are approached by a person, they tend to do this 52% of the time?",1
"When these feral dogs are approached by a person, they tend to do this 11% of the time?",1
Dog cognition has been studied on what kind of dogs?,1
What would wolves have gotten from living with humans?,1
What has likely led to human success?,1
Studies that people are better off with dogs have been criticized for being what?,1
People who have cats or dogs make fewer visits where?,1
When did the tradition of people carrying the Olympic torch before the Olympic games begin?,1
How many days did people carry the Olympic torch before the 2008 Summer Olympics?,1
What was the theme for the torch relay?,1
What did the organizers of the torch relay call it?,1
What was the 2008 Olympic slogan?,1
Where were the details of the torch relay made known?,1
What was the torch relay referred to as by organizers?,1
How many miles was the Olympic torch relayed?,1
What day was the Olympic torch lit for the 2008 games?,1
Where did the Olympics originate?,1
When did the Olympic torch reach Beijing?,1
How many continents did the torch visit after Beijing?,1
The torch was on what road to symbolize historic links between China and the world?,1
Where was the Olympic torch lit?,1
What date was the Olympic torch lit?,1
What is the name of the stadium in Greece were the torch was taken to?,1
What date did the Olympic torch arrive at its destination in China?,1
What mountain was the torch taken up?,1
How many people protested on the San Francisco torch route?,1
How many people protested at the Pyongyang torch route?,1
What were some groups doing along the torch route that was not supportive of the Olympics?,1
Who put out the torch along the route for protection?,1
Who condemned the various attacks on the torch relay route?,1
"In San Francisco, who had a larger presence than the protesters? ",1
Who overwhelmed the protesters in Japan?,1
Who amassed in large scale against protesters?,1
What was said to have occurred between some supporters and protesters?,1
What three areas of the globe were protests reported as not big?,1
Who is the president of the International Olympic Committee?,1
Athletes wearing what kind of flag at any Olympic venue faced the possibility of expulsion from the Olympics?,1
"Because of the relay issues, IOC decided to no longer have what in subsequent Olympics?",1
"What is the name of the man who said the protesting of the torch relay as a ""crisis""?",1
What could happen to Olympic sports participants who showed a Tibetan flag at events?,1
Who asked that the torch relay be ended?,1
What was halted with the torch relay for future Olympics?,1
The international torch relay was canceled for what event in June 2008?,1
For what events was the torch relay decided to not be held?,1
What is the Chinese design used on the Olympic Torch?,1
What is the Olympic Torch made from?,1
How much does the Olympic Torch weigh?,1
What is used to light the flame on the Olympic Torch?,1
What was the design name of the Chinese Olympic Torch?,1
What metal is the torch constructed from?,1
What wind speed will the torch flame still stay lit in MPH?,1
How much rainfall in inches per hour can the torch stay lit under?,1
What fuel is used for the torch?,1
"When it was necessary for the Olympic Torch to be on an airplane, which one was used?",1
What color was the chartered plane?,1
When was it decided that Air China would be the official torch carrier?,1
How many days did the plane travel?,1
What type of aircraft did the Torch team travel in?,1
What colors was the aircraft painted?,1
What was the name of the airline that transported the Olympic Torch?,1
How many days did the plane travel with the Torch team?,1
How many different places were visited by the aircraft taking the Torch team?,1
How many continents did the torch visit?,1
What was the stop that was to happen between Ho Chi Minh City and Hong Kong?,1
The Republic of China felt that the wrong decision could place Taiwan on the same level as what two areas?,1
The torch route covered six what?,1
What government disagreed on the language used to describe the torch route?,1
What two places did Taiwan not want to be considered equal with in the language of the torch's route description?,1
How many kilometers was the torch supposed to go through Taiwan?,1
On what date did the Olympic Flame get lit?,1
Where did the Olympic Flame get lit?,1
Who was the first person to carry the torch?,1
Who initially lit the Olympic Torch?,1
When did demonstrators yell for Tibet to be freed?,1
Where is the location of the original Olympic events?,1
What is the name of the woman who lit the torch for the new games?,1
What medal did the first torchbearer have from prior games?,1
What is the name of the first torchbearer for the 2008 Olympics?,1
What place had police experience violent problems with protesters?,1
Action was taken to boycott which company?,1
Who was the biggest shareholder of Carrefour?,1
What did some protesters burn?,1
Where were anti-protesters blocked from entering a Carrefour store with Chinese flags?,1
Who was said to have given money to the Dalai Lama?,1
What method did the Chinese government use to ease the boycott situation?,1
What French company was being boycotted?,1
In what publication were Chinese people asked to be orderly and legal because of the protests and demonstrations?,1
What is the name of the publication where Chinese people were advised to be calm and rational about patriotism?,1
The Chinese people were told to show patriotism in an orderly and what manner?,1
What virgin site did the torch visit on April 2?,1
Who was the first person to be handed the torch in Almaty?,1
Who is Nursultan Nazarbaev?,1
The route in Almaty went from Medeo Stadium to where?,1
What kind of activists were arrested in Almaty?,1
What country did the torch get to for the first time?,1
What is the name of the president who was the first torchbearer in Almaty?,1
What was the distance in kilometers for the route in Kazakhstan?,1
What activists were reported to have been arrested?,1
When was the torch in Istanbul?,1
Where did the torch end up in Istanbul?,1
Where did the torch start in Instanbul?,1
Who protested for their compatriots who were in Xinjiang?,1
What city was the Olympic Torch at on April 3rd?,1
What is the name of the place in the city where the torch relay started in Turkey?,1
Where did the torch relay finish in Turkey?,1
What people in Turkey protested for their people living in China?,1
What happened to protesters who tried to interrupt the carrying of the torch?,1
When did the torch arrive in Saint Petersburg?,1
Where was the start of the torch route in Saint Petersburg?,1
Where did the torch route end in Saint Petersburg?,1
Who is the first MMA fighter to participate in carrying the Olympic torch?,1
Where in Russia was the first stop for the relay?,1
What city location did the torch relay begin in Russia?,1
What was the last location for the relay in Russia?,1
What is the name of the MMA fighter who carried the torch in Russia?,1
Which city hosted the 2012 Summer Olympics?,1
When did the torch route begin in London?,1
How much did security cost for the torch relay in London?,1
What city held the Olympics in 2012?,1
Where did the torch relay begin in London for the 2008 Olympics?,1
Where did the relay end in London?,1
How many miles was the relay in England?,1
What word was used by London officials to describe Chinese security guards for their treatment of protesters?,1
How many torchbearers took part in the London route?,1
Who was the first person to hold the torch for the London route?,1
"Along with Francesca Martinez, who decided to not carry the torch?",1
Who was outside at 10 Downing Street to welcome the torch without actually touching it?,1
Who got emails asking him to boycott the torch relay?,1
How many people carried the torch in England for the 2008 Olympics?,1
What two people in England declined to bear the torch?,1
Where did Gordon Brown welcome the torch?,1
Where was an attempt made to take the torch?,1
When did the torch relay in Paris occur?,1
Where did the Paris route start for the torch relay?,1
"Rather than being carried by an athlete, how did the torch end its route in Paris?",1
The flame of the torch was put out when David Douillet was ready to hand it to who?,1
What date did the torch relay begin in France?,1
What city in France did the torch relay start at?,1
Where location was the torch relay started in the city in Paris?,1
About how many police were said to have protected the torch in France?,1
How many times was the torch put out in France die to security concerns?,1
Who threw a a Tibetan flag from a City Hall window?,1
Which torchbearer was in a wheelchair?,1
What was Jin Jing called by ethnic Chinese?,1
What was stopped due to protest interruptions?,1
What is the name of the handicapped bearer of the torch?,1
What did the ethnic Chinese call the disabled torch bearer?,1
Who put a flag of Tibet out of the window at City Hall?,1
Which organization planned several protests?,1
What did Reporters Without Borders scale in order to put a protest banner on it?,1
Which cathedral did Reporters Without Borders hang another protest banner?,1
What was hung from the Eiffel Tower?,1
Who climbed the Eiffel Tower to hang a protest banner?,1
Where else was a copy of the banner at Eiffel Tower hung?,1
Where did hundreds of pro-Tibet protesters meet?,1
Who spoke to the media about China's lack of freedom of speech?,1
Who is the President of the French Tibetan community that urged protesters to remain peaceful?,1
Where did pro-Tibetan protesters get together?,1
The Trocadéro was not disruptive of the relay and said to have been what?,1
"Who, of the Trocadéro protest, spoke to the media?",1
What did the person who spoke to the media at Trocadéro say China lacked?,1
What did the political parties request a brief stop in?,1
What text was on the banner that the politicians unrolled outside?,1
What did MPs yell when the torch passed them?,1
Various French politicians started protests including members of what?,1
All the French political factions requested a temporary halt to what?,1
Why did the banner say that was unveiled during the temporary halt?,1
What did the Parliamentary members yell as the relay passed?,1
What did French police take from demonstrators?,1
Which newspaper reported that only the Chinese could express themselves?,1
Where was the only place the Tibetan flag could be held?,1
Who was the Minister of the Interior?,1
What did French law enforcement take from protesters?,1
Where was the only place Tibetan flags were permitted?,1
Who said the police acted on their own in taking the flags?,1
Who rendered a France 2 camera person unconscious?,1
Where did the torch start it's North American route?,1
What day did the torch arrive in San Francisco?,1
What is the name of the first North American torchbearer?,1
The route end was changed from Justin Herman plaza to what?,1
Who was the head of the U.S. Olympic Committee?,1
What city in the United States held the 2008 Olympic Torch relay?,1
What was the date of the relay in the United States?,1
What is the name of the person who handed off the torch to the torchbearer in the United States 2008 Olympic relay?,1
What is the name of the location where the relay ending event was canceled?,1
"Who approved a resolution concerning human rights on April 1, 2008?",1
The concern was over what in China and Tibet?,1
What date was the protest which was led by Gere and Tutu?,1
When was a resolution agreed to about Chinese human rights issues in San Francisco?,1
Who approved the resolution?,1
Where was a protest planned in San Francisco?,1
What actor was scheduled to attend a San Francisco Olympic protest?,1
"Three protester climbed what to hang two banners on April 7, 2008?",1
Laurel Sutherlin spoke to which TV station about his concerns?,1
Who asked that the San Francisco relay route be shortened?,1
What famous bridge had two banners hung from it by protesters?,1
Who spoke to station KPIX-CBS5 about the bridge banner protests?,1
How many supporters face charges for the bridge stunt?,1
How many activists may be charged with crimes for the bridge stunt?,1
Where did the first relay runner disappear to with the torch??,1
Which wheelchair-bound torchbearer was ejected from the relay for showing a Tibetan flag?,1
What wheelchair-bound bearer of the Olympic torch displayed a Tibetan flag?,1
Where was the last part of the San Francisco torch relay carried through before getting on a bus?,1
Where was a makeshift closing ceremony held for the torch relay in San Francisco?,1
"After the bearer of the torch disappeared into a warehouse, what road did the relay reappear on?",1
When did the Olympic torch relay begin in Buenos Aires?,1
Where did the torch route start in Buenos Aires?,1
Who was the mayor of Buenos Aires?,1
Where did the Olympic torch relay begin in Argentina?,1
What place held an opening show for the relay?,1
What is the name of the mayor who passed off the torch to the first bearer in Argentina?,1
Who was the first bearer of the torch in Argentina?,1
What was showered along the route in some places?,1
What is the name of the activist who promised peaceful protests?,1
What route was planned for an alternative march?,1
What was on the banner that was displayed where the torchbearers would carry the torch?,1
What is the name of the protester who said they would not try to extinguish the torch?,1
Where did the other march travel form and to?,1
What was the name given to the torch carried on the alternative march?,1
What did the large banner say that was along the alternative march route?,1
What was the unsanctioned alternative relay called?,1
Who was the outreach director of HRTR?,1
What was the non profit that was funded by Mark Palmer?,1
Which footballer decided to not be a torchbearer because of the controversy?,1
How many police officers were in place to avoid controversy along the torch route?,1
What was thrown to try and put out the flame?,1
What is Susan Prager communication director of?,1
What football star backed out due to relay controversy?,1
How many police officers were part of the security operative?,1
What was tossed at the torch trying to put it out?,1
The protests were considered to be overall what in nature?,1
Where was the only African destination for the torch?,1
When did the torch arrive in Dar es Salaam?,1
Where did the route start for the torch in Dar es Salaam?,1
Where was the solitary place the relay was held in Africa?,1
What is the name of the railway where the Olympic torch relay began in Africa?,1
Where did the relay terminate in Africa?,1
What country paid for the stadium through aid money?,1
Who it the torch in Africa?,1
Which Middle East location was the only area the torch visited?,1
When did the torch arrive in Muscat?,1
Which actress carried the torch for part of the route?,1
Where was the only place the Olympic torch was carried in the Middle East?,1
How far was the relay route in kilometers in the Middle East?,1
What is the name of the Syrian actress who was one to bear the torch?,1
When did the torch arrive in Islamabad?,1
Where was an indoor ceremony held since the outdoor relay was cancelled?,1
Who spoke at the opening ceremony in Islamabad in addition to President Musharraf?,1
Where did the Olympic torch relay start in Pakistan?,1
"Instead of a traditinal relay, where was the track the torch was carried in Pakistan?",1
When did the torch visit New Delhi?,1
How many runners carried the torch in New Delhi?,1
Which football captain did not participate in the relay to show support for Tibet?,1
How many torchbearers did not participate because of their concerns with Tibet?,1
Where did the torch relay happen in India?,1
How long was the route in India in miles?,1
How many bearers of the torch were used in India?,1
How many bearers decided not to participate?,1
What is the name of the footballer who refused to be a part of the relay?,1
The security given to the torch relay in New Delhi is reminiscent of the security of what?,1
The Chinese presented a list of vulnerable relay locations to who?,1
Who supposedly cancelled a trip to Beijing in protest?,1
